Name,Sex,Team,NOC,Year,City,Sport,Event,Medal,Division
Zhou Yu,F,China,CHN,2016,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",No medal,1
Zhu Qinan,M,China,CHN,2012,London,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",No medal,1
Zhu Qinan,M,China,CHN,2016,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",No medal,1
Ben Mit,M,Cote d'Ivoire,CIV,2012,London,Athletics,Athletics Men's 100 metres,No medal,1
Ben Mit,M,Cote d'Ivoire,CIV,2016,Rio de Janeiro,Athletics,Athletics Men's 100 metres,No medal,1
Murielle Ahour,F,Cote d'Ivoire,CIV,2012,London,Athletics,Athletics Women's 100 metres,No medal,1
Murielle Ahour,F,Cote d'Ivoire,CIV,2012,London,Athletics,Athletics Women's 200 metres,No medal,1
Murielle Ahour,F,Cote d'Ivoire,CIV,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres,No medal,1
Murielle Ahour,F,Cote d'Ivoire,CIV,2016,Rio de Janeiro,Athletics,Athletics Women's 200 metres,No medal,1
Ren Kouassi,M,Cote d'Ivoire,CIV,2012,London,Archery,Archery Men's Individual,No medal,1
Ren Kouassi,M,Cote d'Ivoire,CIV,2016,Rio de Janeiro,Archery,Archery Men's Individual,No medal,1
Ruth Gbagbi,F,Cote d'Ivoire,CIV,2012,London,Taekwondo,Taekwondo Women's Welterweight,No medal,1
Ruth Gbagbi,F,Cote d'Ivoire,CIV,2016,Rio de Janeiro,Taekwondo,Taekwondo Women's Welterweight,Bronze,1
Annabel Ali,F,Cameroon,CMR,2012,London,Wrestling,"Wrestling Women's Heavyweight, Freestyle",No medal,1
Annabel Ali,F,Cameroon,CMR,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Heavyweight, Freestyle",No medal,1
Ella Nicholas,F,Cook Islands,COK,2012,London,Canoeing,"Canoeing Women's Kayak Singles, Slalom",No medal,1
Ella Nicholas,F,Cook Islands,COK,2016,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, Slalom",No medal,1
Luisa Peters,F,Cook Islands,COK,2012,London,Weightlifting,Weightlifting Women's Super-Heavyweight,No medal,1
Luisa Peters,F,Cook Islands,COK,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Super-Heavyweight,No medal,1
Patricia Taea,F,Cook Islands,COK,2012,London,Athletics,Athletics Women's 100 metres,No medal,1
Patricia Taea,F,Cook Islands,COK,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres,No medal,1
Ana Martnez,F,Colombia,COL,2012,London,Archery,Archery Women's Individual,No medal,1
Ana Martnez,F,Colombia,COL,2016,Rio de Janeiro,Archery,Archery Women's Individual,No medal,1
Brigitte Pjaro,F,Colombia,COL,2012,London,Athletics,Athletics Women's 100 metres Hurdles,No medal,1
Brigitte Pjaro,F,Colombia,COL,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,No medal,1
Carlos Zabala,M,Colombia,COL,2012,London,Cycling,Cycling Men's BMX,Bronze,1
Carlos Zabala,M,Colombia,COL,2016,Rio de Janeiro,Cycling,Cycling Men's BMX,No medal,1
Carolina Hidalgo,F,Colombia,COL,2012,London,Wrestling,"Wrestling Women's Flyweight, Freestyle",No medal,1
Carolina Hidalgo,F,Colombia,COL,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Flyweight, Freestyle",No medal,1
Caterine Mena,F,Colombia,COL,2012,London,Athletics,Athletics Women's Triple Jump,Silver,1
Caterine Mena,F,Colombia,COL,2016,Rio de Janeiro,Athletics,Athletics Women's Triple Jump,Gold,1
Daniel Doron,M,Colombia,COL,2012,London,Equestrian,"Equestrian Mixed Jumping, Individual",No medal,1
Daniel Doron,M,Colombia,COL,2016,Rio de Janeiro,Equestrian,"Equestrian Mixed Jumping, Individual",No medal,1
Danilo Guarnieri,M,Colombia,COL,2012,London,Shooting,Shooting Men's Trap,No medal,1
Danilo Guarnieri,M,Colombia,COL,2016,Rio de Janeiro,Shooting,Shooting Men's Trap,No medal,1
Fabin Zapata,M,Colombia,COL,2012,London,Cycling,Cycling Men's Keirin,No medal,1
Fabin Zapata,M,Colombia,COL,2016,Rio de Janeiro,Cycling,Cycling Men's Keirin,No medal,1
Flor Hurtado,F,Colombia,COL,2012,London,Athletics,Athletics Women's Javelin Throw,No medal,1
Flor Hurtado,F,Colombia,COL,2016,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,No medal,1
Jackeline Castillo,F,Colombia,COL,2012,London,Wrestling,"Wrestling Women's Lightweight, Freestyle",Bronze,1
Jackeline Castillo,F,Colombia,COL,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Lightweight, Freestyle",No medal,1
Juan Valds,M,Colombia,COL,2012,London,Tennis,Tennis Men's Doubles,No medal,1
Juan Valds,M,Colombia,COL,2016,Rio de Janeiro,Tennis,Tennis Men's Doubles,No medal,1
Juliana Rendn,F,Colombia,COL,2012,London,Cycling,Cycling Women's Sprint,No medal,1
Juliana Rendn,F,Colombia,COL,2016,Rio de Janeiro,Cycling,Cycling Women's Sprint,No medal,1
Lina Ordez,F,Colombia,COL,2012,London,Weightlifting,Weightlifting Women's Lightweight,No medal,1
Lina Ordez,F,Colombia,COL,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Lightweight,No medal,1
Luis Erazo,M,Colombia,COL,2012,London,Athletics,Athletics Men's 20 kilometres Walk,No medal,1
Luis Erazo,M,Colombia,COL,2016,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,No medal,1
Mariana Londoo,F,Colombia,COL,2012,London,Cycling,Cycling Women's BMX,Gold,1
Mariana Londoo,F,Colombia,COL,2016,Rio de Janeiro,Cycling,Cycling Women's BMX,Gold,1
Mariana Mario,F,Colombia,COL,2012,London,Tennis,Tennis Women's Singles,No medal,1
Mariana Mario,F,Colombia,COL,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,No medal,1
Omar Garca,M,Colombia,COL,2012,London,Swimming,Swimming Men's 200 metres Backstroke,No medal,1
Omar Garca,M,Colombia,COL,2016,Rio de Janeiro,Swimming,Swimming Men's 200 metres Backstroke,No medal,1
Oscar Oviedo,M,Colombia,COL,2012,London,Taekwondo,Taekwondo Men's Flyweight,Bronze,1
Oscar Oviedo,M,Colombia,COL,2016,Rio de Janeiro,Taekwondo,Taekwondo Men's Flyweight,No medal,1
Rafith Lleneres,M,Colombia,COL,2012,London,Athletics,Athletics Men's 800 metres,No medal,1
Rafith Lleneres,M,Colombia,COL,2016,Rio de Janeiro,Athletics,Athletics Men's 800 metres,No medal,1
Rigoberto Urn,M,Colombia,COL,2012,London,Cycling,"Cycling Men's Road Race, Individual",Silver,1
Rigoberto Urn,M,Colombia,COL,2016,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",No medal,1
Sandra Campuzano,F,Colombia,COL,2012,London,Athletics,Athletics Women's 20 kilometres Walk,No medal,1
Sandra Campuzano,F,Colombia,COL,2016,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,No medal,1
Sandra Lemos-rivas,F,Colombia,COL,2012,London,Athletics,Athletics Women's Shot Put,No medal,1
Sandra Lemos-rivas,F,Colombia,COL,2016,Rio de Janeiro,Athletics,Athletics Women's Shot Put,No medal,1
Santiago Diez,M,Colombia,COL,2012,London,Sailing,Sailing Men's Windsurfer,No medal,1
Santiago Diez,M,Colombia,COL,2016,Rio de Janeiro,Sailing,Sailing Men's Windsurfer,No medal,1
Saskia Garca,F,Colombia,COL,2012,London,Fencing,"Fencing Women's Foil, Individual",No medal,1
Saskia Garca,F,Colombia,COL,2016,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual",No medal,1
Sebastin Castaeda,M,Colombia,COL,2012,London,Diving,Diving Men's Platform,No medal,1
Sebastin Castaeda,M,Colombia,COL,2016,Rio de Janeiro,Diving,Diving Men's Platform,No medal,1
Sergio Montoya,M,Colombia,COL,2012,London,Cycling,"Cycling Men's Road Race, Individual",No medal,1
Sergio Montoya,M,Colombia,COL,2016,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",No medal,1
Vctor Serna,M,Colombia,COL,2012,London,Diving,Diving Men's Platform,No medal,1
Vctor Serna,M,Colombia,COL,2016,Rio de Janeiro,Diving,Diving Men's Platform,No medal,1
Yadinis Rocha,F,Colombia,COL,2012,London,Judo,Judo Women's Lightweight,No medal,1
Yadinis Rocha,F,Colombia,COL,2016,Rio de Janeiro,Judo,Judo Women's Lightweight,No medal,1
Yuri Orjuela,F,Colombia,COL,2012,London,Judo,Judo Women's Middleweight,Bronze,1
Yuri Orjuela,F,Colombia,COL,2016,Rio de Janeiro,Judo,Judo Women's Middleweight,Silver,1
ider Truque,M,Colombia,COL,2012,London,Athletics,Athletics Men's 20 kilometres Walk,No medal,1
ider Truque,M,Colombia,COL,2016,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,No medal,1
rika Surez,F,Colombia,COL,2012,London,Athletics,Athletics Women's Marathon,No medal,1
rika Surez,F,Colombia,COL,2016,Rio de Janeiro,Athletics,Athletics Women's Marathon,No medal,1
scar Mosquera,M,Colombia,COL,2012,London,Weightlifting,Weightlifting Men's Featherweight,Silver,1
scar Mosquera,M,Colombia,COL,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Featherweight,Gold,1
Maoulida Daroueche,M,Comoros,COM,2012,London,Athletics,Athletics Men's 400 metres Hurdles,No medal,1
Maoulida Daroueche,M,Comoros,COM,2016,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,No medal,1
Lidiane Lopes,F,Cape Verde,CPV,2012,London,Athletics,Athletics Women's 100 metres,No medal,1
Lidiane Lopes,F,Cape Verde,CPV,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres,No medal,1
Andrey Bikkazakova,M,Costa Rica,CRC,2012,London,Cycling,"Cycling Men's Road Race, Individual",No medal,1
Andrey Bikkazakova,M,Costa Rica,CRC,2016,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",No medal,1
Leonardo Corrales,M,Costa Rica,CRC,2012,London,Triathlon,Triathlon Men's Olympic Distance,No medal,1
Leonardo Corrales,M,Costa Rica,CRC,2016,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,No medal,1
Marie Peraza,F,Costa Rica,CRC,2012,London,Swimming,Swimming Women's 100 metres Butterfly,No medal,1
Marie Peraza,F,Costa Rica,CRC,2016,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly,No medal,1
Nery Crdenas,M,Costa Rica,CRC,2012,London,Athletics,Athletics Men's 400 metres,No medal,1
Nery Crdenas,M,Costa Rica,CRC,2016,Rio de Janeiro,Athletics,Athletics Men's 400 metres,No medal,1
Sharolyn Norman,F,Costa Rica,CRC,2012,London,Athletics,Athletics Women's 400 metres Hurdles,No medal,1
Sharolyn Norman,F,Costa Rica,CRC,2016,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,No medal,1
Ana Imi,F,Croatia,CRO,2012,London,Athletics,Athletics Women's High Jump,No medal,1
Ana Imi,F,Croatia,CRO,2016,Rio de Janeiro,Athletics,Athletics Women's High Jump,No medal,1
Ana Zaninovi,F,Croatia,CRO,2012,London,Taekwondo,Taekwondo Women's Featherweight,No medal,1
Ana Zaninovi,F,Croatia,CRO,2016,Rio de Janeiro,Taekwondo,Taekwondo Women's Featherweight,No medal,1
Andrej Gaina,M,Croatia,CRO,2012,London,Table Tennis,Table Tennis Men's Singles,No medal,1
Andrej Gaina,M,Croatia,CRO,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,No medal,1
Filip Ude,M,Croatia,CRO,2012,London,Gymnastics,Gymnastics Men's Pommelled Horse,No medal,1
Filip Ude,M,Croatia,CRO,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,No medal,1
Giovanni Cernogoraz,M,Croatia,CRO,2012,London,Shooting,Shooting Men's Trap,Gold,1
Giovanni Cernogoraz,M,Croatia,CRO,2016,Rio de Janeiro,Shooting,Shooting Men's Trap,No medal,1
Igor Mareni,M,Croatia,CRO,2012,London,Sailing,Sailing Men's Two Person Dinghy,No medal,1
Igor Mareni,M,Croatia,CRO,2016,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,Gold,1
Ivan Horvat,M,Croatia,CRO,2012,London,Athletics,Athletics Men's Pole Vault,No medal,1
Ivan Horvat,M,Croatia,CRO,2016,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,No medal,1
Ivan Kljakovi-gapi,M,Croatia,CRO,2012,London,Sailing,Sailing Men's One Person Heavyweight Dinghy,No medal,1
Ivan Kljakovi-gapi,M,Croatia,CRO,2016,Rio de Janeiro,Sailing,Sailing Men's One Person Heavyweight Dinghy,No medal,1
Kristijan Urasek,M,Croatia,CRO,2012,London,Cycling,"Cycling Men's Road Race, Individual",No medal,1
Kristijan Urasek,M,Croatia,CRO,2016,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",No medal,1
Lucija Zaninovi,F,Croatia,CRO,2012,London,Taekwondo,Taekwondo Women's Flyweight,Bronze,1
Lucija Zaninovi,F,Croatia,CRO,2016,Rio de Janeiro,Taekwondo,Taekwondo Women's Flyweight,No medal,1
Luka Mratovi,M,Croatia,CRO,2012,London,Sailing,Sailing Men's Windsurfer,No medal,1
Luka Mratovi,M,Croatia,CRO,2016,Rio de Janeiro,Sailing,Sailing Men's Windsurfer,No medal,1
Marin Ili,M,Croatia,CRO,2012,London,Tennis,Tennis Men's Singles,No medal,1
Marin Ili,M,Croatia,CRO,2012,London,Tennis,Tennis Men's Doubles,No medal,1
Marin Ili,M,Croatia,CRO,2016,Rio de Janeiro,Tennis,Tennis Men's Singles,No medal,1
Marin Ili,M,Croatia,CRO,2016,Rio de Janeiro,Tennis,Tennis Men's Doubles,No medal,1
Mario Todorovi,M,Croatia,CRO,2012,London,Swimming,Swimming Men's 50 metres Freestyle,No medal,1
Mario Todorovi,M,Croatia,CRO,2016,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,No medal,1
Pavle Kostov,M,Croatia,CRO,2012,London,Sailing,Sailing Men's Skiff,No medal,1
Pavle Kostov,M,Croatia,CRO,2016,Rio de Janeiro,Sailing,Sailing Men's Skiff,No medal,1
Petar Cupa,M,Croatia,CRO,2012,London,Sailing,Sailing Men's Skiff,No medal,1
Petar Cupa,M,Croatia,CRO,2016,Rio de Janeiro,Sailing,Sailing Men's Skiff,No medal,1
Petar Gora,M,Croatia,CRO,2012,London,Shooting,"Shooting Men's Air Rifle, 10 metres",No medal,1
Petar Gora,M,Croatia,CRO,2016,Rio de Janeiro,Shooting,"Shooting Men's Air Rifle, 10 metres",No medal,1
Sandra Perkovi,F,Croatia,CRO,2012,London,Athletics,Athletics Women's Discus Throw,Gold,1
Sandra Perkovi,F,Croatia,CRO,2016,Rio de Janeiro,Athletics,Athletics Women's Discus Throw,Gold,1
Snjeana Peji,F,Croatia,CRO,2012,London,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal,1
Snjeana Peji,F,Croatia,CRO,2012,London,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",No medal,1
Snjeana Peji,F,Croatia,CRO,2016,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal,1
Snjeana Peji,F,Croatia,CRO,2016,Rio de Janeiro,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",No medal,1
Tina Miheli,F,Croatia,CRO,2012,London,Sailing,Sailing Women's One Person Dinghy,No medal,1
Tina Miheli,F,Croatia,CRO,2016,Rio de Janeiro,Sailing,Sailing Women's One Person Dinghy,No medal,1
Toni Stipanovi,M,Croatia,CRO,2012,London,Sailing,Sailing Men's One Person Dinghy,No medal,1
Toni Stipanovi,M,Croatia,CRO,2016,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,Silver,1
ime Fantela,M,Croatia,CRO,2012,London,Sailing,Sailing Men's Two Person Dinghy,No medal,1
ime Fantela,M,Croatia,CRO,2016,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,Gold,1
Andy Diez,M,Cuba,CUB,2012,London,Table Tennis,Table Tennis Men's Singles,No medal,1
Andy Diez,M,Cuba,CUB,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,No medal,1
Asley Montero,M,Cuba,CUB,2012,London,Judo,Judo Men's Middleweight,Silver,1
Asley Montero,M,Cuba,CUB,2016,Rio de Janeiro,Judo,Judo Men's Middleweight,No medal,1
Dailn Torres,F,Cuba,CUB,2012,London,Athletics,Athletics Women's Marathon,No medal,1
Dailn Torres,F,Cuba,CUB,2016,Rio de Janeiro,Athletics,Athletics Women's Marathon,No medal,1
Dayaris Lvarez,F,Cuba,CUB,2012,London,Judo,Judo Women's Extra-Lightweight,No medal,1
Dayaris Lvarez,F,Cuba,CUB,2016,Rio de Janeiro,Judo,Judo Women's Extra-Lightweight,No medal,1
Denia Ponce,F,Cuba,CUB,2012,London,Athletics,Athletics Women's Discus Throw,No medal,1
Denia Ponce,F,Cuba,CUB,2016,Rio de Janeiro,Athletics,Athletics Women's Discus Throw,Bronze,1
Dianelys Medina,F,Cuba,CUB,2012,London,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal,1
Dianelys Medina,F,Cuba,CUB,2012,London,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",No medal,1
Dianelys Medina,F,Cuba,CUB,2016,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal,1
Dianelys Medina,F,Cuba,CUB,2016,Rio de Janeiro,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",No medal,1
Eglis Farfn,F,Cuba,CUB,2012,London,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal,1
Eglis Farfn,F,Cuba,CUB,2012,London,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",No medal,1
Eglis Farfn,F,Cuba,CUB,2016,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal,1
Eglis Farfn,F,Cuba,CUB,2016,Rio de Janeiro,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",No medal,1
Idalys Bocourt,F,Cuba,CUB,2012,London,Judo,Judo Women's Heavyweight,Gold,1
Idalys Bocourt,F,Cuba,CUB,2016,Rio de Janeiro,Judo,Judo Women's Heavyweight,Silver,1
Javier Lacerra,M,Cuba,CUB,2012,London,Wrestling,"Wrestling Men's Heavyweight, Freestyle",No medal,1
Javier Lacerra,M,Cuba,CUB,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Freestyle",No medal,1
Jorge Hernndez,M,Cuba,CUB,2012,London,Athletics,Athletics Men's Discus Throw,No medal,1
Jorge Hernndez,M,Cuba,CUB,2016,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,No medal,1
Julio Peraza,M,Cuba,CUB,2012,London,Boxing,Boxing Men's Light-Heavyweight,No medal,1
Julio Peraza,M,Cuba,CUB,2016,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,Gold,1
Leonel Fajardo,M,Cuba,CUB,2012,London,Athletics,Athletics Men's Decathlon,Bronze,1
Leonel Fajardo,M,Cuba,CUB,2016,Rio de Janeiro,Athletics,Athletics Men's Decathlon,No medal,1
Leuris Requejo,M,Cuba,CUB,2012,London,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold,1
Leuris Requejo,M,Cuba,CUB,2016,Rio de Janeiro,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",No medal,1
Lisandra Rodriguez,F,Cuba,CUB,2012,London,Cycling,Cycling Women's Sprint,No medal,1
Lisandra Rodriguez,F,Cuba,CUB,2012,London,Cycling,Cycling Women's Keirin,No medal,1
Lisandra Rodriguez,F,Cuba,CUB,2016,Rio de Janeiro,Cycling,Cycling Women's Sprint,No medal,1
Lisandra Rodriguez,F,Cuba,CUB,2016,Rio de Janeiro,Cycling,Cycling Women's Keirin,No medal,1
Marlies Garca,F,Cuba,CUB,2012,London,Cycling,Cycling Women's Omnium,No medal,1
Marlies Garca,F,Cuba,CUB,2016,Rio de Janeiro,Cycling,Cycling Women's Omnium,No medal,1
Mijan Nez,M,Cuba,CUB,2012,London,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold,1
Mijan Nez,M,Cuba,CUB,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold,1
Orlando Alejo,M,Cuba,CUB,2012,London,Athletics,Athletics Men's 110 metres Hurdles,No medal,1
Roberto Durruty,M,Cuba,CUB,2012,London,Athletics,Athletics Men's Hammer Throw,No medal,1
Roberto Durruty,M,Cuba,CUB,2016,Rio de Janeiro,Athletics,Athletics Men's Hammer Throw,No medal,1
Rose Blanco,F,Cuba,CUB,2012,London,Athletics,Athletics Women's 800 metres,No medal,1
Rose Blanco,F,Cuba,CUB,2016,Rio de Janeiro,Athletics,Athletics Women's 800 metres,No medal,1
Serguey Madrigal,M,Cuba,CUB,2012,London,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal,1
Serguey Madrigal,M,Cuba,CUB,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal,1
Yaime Tellez,F,Cuba,CUB,2012,London,Athletics,Athletics Women's Discus Throw,No medal,1
Yaime Tellez,F,Cuba,CUB,2016,Rio de Janeiro,Athletics,Athletics Women's Discus Throw,No medal,1
Yarisley Rodrguez,F,Cuba,CUB,2012,London,Athletics,Athletics Women's Pole Vault,Silver,1
Yarisley Rodrguez,F,Cuba,CUB,2016,Rio de Janeiro,Athletics,Athletics Women's Pole Vault,No medal,1
Yoelmis Paumier,M,Cuba,CUB,2012,London,Weightlifting,Weightlifting Men's Light-Heavyweight,No medal,1
Yoelmis Paumier,M,Cuba,CUB,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Light-Heavyweight,No medal,1
Yordanis Barrisonte,M,Cuba,CUB,2012,London,Athletics,Athletics Men's Decathlon,No medal,1
Yordanis Barrisonte,M,Cuba,CUB,2016,Rio de Janeiro,Athletics,Athletics Men's Decathlon,No medal,1
ngel Rodrguez,M,Cuba,CUB,2012,London,Rowing,Rowing Men's Single Sculls,No medal,1
ngel Rodrguez,M,Cuba,CUB,2016,Rio de Janeiro,Rowing,Rowing Men's Single Sculls,No medal,1
Andreas Kariolou,M,Cyprus,CYP,2012,London,Sailing,Sailing Men's Windsurfer,No medal,1
Andreas Kariolou,M,Cyprus,CYP,2016,Rio de Janeiro,Sailing,Sailing Men's Windsurfer,No medal,1
Apostolos Parellis,M,Cyprus,CYP,2012,London,Athletics,Athletics Men's Discus Throw,No medal,1
Apostolos Parellis,M,Cyprus,CYP,2016,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,No medal,1
Eleni Artymata,F,Cyprus,CYP,2012,London,Athletics,Athletics Women's 200 metres,No medal,1
Eleni Artymata,F,Cyprus,CYP,2016,Rio de Janeiro,Athletics,Athletics Women's 200 metres,No medal,1
Kyriakos Ioannou,M,Cyprus,CYP,2012,London,Athletics,Athletics Men's High Jump,No medal,1
Kyriakos Ioannou,M,Cyprus,CYP,2016,Rio de Janeiro,Athletics,Athletics Men's High Jump,No medal,1
Pavlos Kontides,M,Cyprus,CYP,2012,London,Sailing,Sailing Men's One Person Dinghy,Silver,1
Pavlos Kontides,M,Cyprus,CYP,2016,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,No medal,1
Adla Skorov-bruns,F,Czech Republic,CZE,2012,London,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Bronze,1
Adla Skorov-bruns,F,Czech Republic,CZE,2012,London,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal,1
Adla Skorov-bruns,F,Czech Republic,CZE,2016,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal,1
Adla Skorov-bruns,F,Czech Republic,CZE,2016,Rio de Janeiro,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",No medal,1
Andrea Hlavkov,F,Czech Republic-1,CZE,2012,London,Tennis,Tennis Women's Doubles,Silver,1
Andrea Hlavkov,F,Czech Republic-2,CZE,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,No medal,1
Barbora Potkov,F,Czech Republic,CZE,2012,London,Athletics,Athletics Women's Javelin Throw,Gold,1
Barbora Potkov,F,Czech Republic,CZE,2016,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,Bronze,1
