Name,Sport,Event,NOC,Year,Medal,Division
Juan Barco,Rowing,Rowing Men's Coxless Fours,ESP,1992,No medal,4
Juan Barneond,Judo,Judo Men's Lightweight,ESA,1992,No medal,1
Juan Benitez,Water Polo,Water Polo Men's Water Polo,CUB,1992,No medal,13
Juan Brito,Athletics,Athletics Men's Discus Throw,CUB,1992,No medal,1
Juan Camacho,Athletics,Athletics Men's Marathon,BOL,1992,No medal,1
Juan Castro,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",ESP,1992,No medal,2
Juan Castro,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",ESP,1992,No medal,2
Juan Contreras,Basketball,Basketball Men's Basketball,PUR,1992,No medal,12
Juan Delgado,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",CUB,1992,No medal,2
Juan Delgado,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",CUB,1992,No medal,2
Juan Dels,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",CUB,1992,Bronze,1
Juan Dupriez,Fencing,"Fencing Men's epee, Individual",COL,1992,No medal,1
Juan Fernndez,Baseball,Baseball Men's Baseball,DOM,1992,No medal,1
Juan Forcada,Basketball,Basketball Men's Basketball,ESP,1992,No medal,12
Juan Fuentes,Cycling,"Cycling Men's Road Race, Individual",AND,1992,No medal,1
Juan Garca,Baseball,Baseball Men's Baseball,ESP,1992,No medal,1
Juan Garca,Cycling,"Cycling Men's Road Race, Individual",ECU,1992,No medal,1
Juan Garca J.,Boxing,Boxing Men's Light-Middleweight,CUB,1992,Gold,1
Juan Garcia,Canoeing,"Canoeing Men's Kayak Singles, Slalom",ARG,1992,No medal,1
Juan Hidalgo,Athletics,Athletics Men's 100 metres,ESP,1992,No medal,1
Juan Hidalgo,Athletics,Athletics Men's 4 x 100 metres Relay,ESP,1992,No medal,4
Juan Izarra,Athletics,"Athletics Men's 10,000 metres",PER,1992,No medal,1
Juan Jaurrieta,Baseball,Baseball Men's Baseball,ESP,1992,No medal,1
Juan Javier,Weightlifting,Weightlifting Men's Light-Heavyweight,ESP,1992,No medal,1
Juan Jr.,Shooting,Shooting Mixed Skeet,PER,1992,Silver,1
Juan Loredo,Athletics,"Athletics Men's 10,000 metres",MEX,1992,No medal,1
Juan Lpez,Handball,Handball Men's Handball,ESP,1992,No medal,16
Juan Mangas,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",ESP,1992,No medal,2
Juan Mangas,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",ESP,1992,No medal,2
Juan Marn,Handball,Handball Men's Handball,ESP,1992,No medal,16
Juan Martnez,Football,Football Men's Football,ESP,1992,Gold,17
Juan Martnez,Football,Football Men's Football,PAR,1992,No medal,17
Juan Matala,Athletics,Athletics Men's 200 metres,GEQ,1992,No medal,1
Juan Melo,Handball,Handball Men's Handball,ESP,1992,No medal,16
Juan Muoa,Rowing,Rowing Men's Coxed Eights,ESP,1992,No medal,9
Juan Olivera,Water Polo,Water Polo Men's Water Polo,CUB,1992,No medal,13
Juan Ortega,Weightlifting,Weightlifting Men's Featherweight,DOM,1992,No medal,1
Juan Picornell,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",ESP,1992,No medal,1
Juan Quera,Hockey,Hockey Men's Hockey,ESP,1992,No medal,16
Juan Romero,Archery,Archery Men's Individual,ESP,1992,No medal,1
Juan Romero,Archery,Archery Men's Team,ESP,1992,Gold,3
Juan Rondn,Baseball,Baseball Men's Baseball,CUB,1992,Gold,1
Juan Ros,Tennis,Tennis Men's Doubles,PUR,1992,No medal,2
Juan Ros J.,Tennis,Tennis Men's Singles,PUR,1992,No medal,1
Juan Ruiz,Basketball,Basketball Men's Basketball,ESP,1992,No medal,12
Juan Sierra,Boxing,Boxing Men's Welterweight,CUB,1992,Silver,1
Juan Silveira,Water Polo,Water Polo Men's Water Polo,CUB,1992,No medal,13
Juan Snchs,Hockey,Hockey Men's Hockey,ESP,1992,No medal,16
Juan Talavera,Football,Football Men's Football,PAR,1992,No medal,17
Juan Torres,Sailing,Sailing Mixed Three Person Keelboat,PHI,1992,No medal,3
Juan Triana,Equestrian,"Equestrian Mixed Jumping, Individual",COL,1992,No medal,1
Juan Triana,Equestrian,"Equestrian Mixed Jumping, Team",COL,1992,No medal,3
Juan Valln,Athletics,Athletics Men's 4 x 400 metres Relay,MEX,1992,No medal,4
Juan Vias,Baseball,Baseball Men's Baseball,DOM,1992,No medal,1
Juana Drre-heinig,Athletics,Athletics Women's Marathon,GER,1992,No medal,1
Jubzang Jubzang,Archery,Archery Men's Individual,BHU,1992,No medal,1
Jubzang Jubzang,Archery,Archery Men's Team,BHU,1992,No medal,3
Jude Sebastian,Hockey,Hockey Men's Hockey,IND,1992,No medal,15
Judi (-coogan),Athletics,"Athletics Women's 10,000 metres",USA,1992,No medal,1
Judit Forgcs,Athletics,Athletics Women's 4 x 400 metres Relay,HUN,1992,No medal,4
Judit Forgcs,Athletics,Athletics Women's 400 metres,HUN,1992,No medal,1
Judit Kiss,Swimming,Swimming Women's 400 metres Freestyle,HUN,1992,No medal,1
Judit Kiss,Swimming,Swimming Women's 800 metres Freestyle,HUN,1992,No medal,1
Judit Kovcs,Archery,Archery Women's Individual,HUN,1992,No medal,1
Judit Kovcs,Archery,Archery Women's Team,HUN,1992,No medal,3
Judit Kovcs,Athletics,Athletics Women's High Jump,HUN,1992,No medal,1
Judith (-tiemann),Cycling,"Cycling Women's Road Race, Individual",GER,1992,No medal,1
Judith (-ungemach),Rowing,Rowing Women's Coxed Eights,GER,1992,Bronze,9
Judith -floimair),Tennis,Tennis Women's Doubles,AUT,1992,No medal,2
Judith -floimair),Tennis,Tennis Women's Singles,AUT,1992,No medal,1
Judith Hernndez,Basketball,Basketball Women's Basketball,CUB,1992,No medal,12
Judson Logan,Athletics,Athletics Men's Hammer Throw,USA,1992,No medal,1
Juha Ahokas,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",FIN,1992,No medal,1
Juha Hirvi,Shooting,"Shooting Men's Air Rifle, 10 metres",FIN,1992,No medal,1
Juha Hirvi,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",FIN,1992,No medal,1
Juha Hirvi,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",FIN,1992,No medal,2
Juha Laukkanen,Athletics,Athletics Men's Javelin Throw,FIN,1992,No medal,1
Juha Salonen,Judo,Judo Men's Heavyweight,FIN,1992,No medal,1
Julia (-brady),Sailing,Sailing Women's One Person Dinghy,USA,1992,Bronze,1
Julia (-sim),Tennis,Tennis Women's Doubles,ZIM,1992,No medal,2
Julia Bracewell,Fencing,"Fencing Women's Foil, Individual",GBR,1992,No medal,1
Julia Bracewell,Fencing,"Fencing Women's Foil, Team",GBR,1992,No medal,5
Julia Palacios,Diving,Diving Women's Springboard,ESP,1992,No medal,1
Julia Reggiani,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,FRA,1992,No medal,4
Julia Torres,Athletics,Athletics Women's 4 x 400 metres Relay,CUB,1992,No medal,4
Julian Bolling,Swimming,Swimming Men's 100 metres Butterfly,SRI,1992,No medal,1
Julian Bolling,Swimming,Swimming Men's 200 metres Butterfly,SRI,1992,No medal,1
Julian Bolling,Swimming,Swimming Men's 200 metres Freestyle,SRI,1992,No medal,1
Julian Golley,Athletics,Athletics Men's Triple Jump,GBR,1992,No medal,1
Julian Wheeler,Boxing,Boxing Men's Featherweight,USA,1992,No medal,1
Julie (-donley),Athletics,Athletics Women's 800 metres,USA,1992,No medal,1
Julie (farrell-),Diving,Diving Women's Springboard,USA,1992,No medal,1
Julie -muller),Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,FRA,1992,No medal,4
Julie -muller),Swimming,Swimming Women's 4 x 100 metres Medley Relay,FRA,1992,No medal,4
Julie -muller),Swimming,Swimming Women's 50 metres Freestyle,FRA,1992,No medal,1
Julie Bradbury,Badminton,Badminton Women's Doubles,GBR,1992,No medal,2
Julie Halard-dcugis,Tennis,Tennis Women's Singles,FRA,1992,No medal,1
Julie Howard,Swimming,Swimming Women's 100 metres Backstroke,CAN,1992,No medal,1
Julie Howard,Swimming,Swimming Women's 100 metres Butterfly,CAN,1992,No medal,1
Julie Mcdonald,Swimming,Swimming Women's 400 metres Freestyle,AUS,1992,No medal,1
Julie Mcdonald,Swimming,Swimming Women's 800 metres Freestyle,AUS,1992,No medal,1
Julie-Anne Gross,Fencing,"Fencing Women's Foil, Team",FRA,1992,No medal,5
Julie-Anne Monico,Gymnastics,Gymnastics Women's Balance Beam,AUS,1992,No medal,1
Julie-Anne Monico,Gymnastics,Gymnastics Women's Floor Exercise,AUS,1992,No medal,1
Julie-Anne Monico,Gymnastics,Gymnastics Women's Horse Vault,AUS,1992,No medal,1
Julie-Anne Monico,Gymnastics,Gymnastics Women's Individual All-Around,AUS,1992,No medal,1
Julie-Anne Monico,Gymnastics,Gymnastics Women's Team All-Around,AUS,1992,No medal,6
Julie-Anne Monico,Gymnastics,Gymnastics Women's Uneven Bars,AUS,1992,No medal,1
Julien Lorcy,Boxing,Boxing Men's Lightweight,FRA,1992,No medal,1
Juliet Campbell,Athletics,Athletics Women's 4 x 400 metres Relay,JAM,1992,No medal,5
Juliet Campbell,Athletics,Athletics Women's 400 metres,JAM,1992,No medal,1
Juliet Cuthbert,Athletics,Athletics Women's 100 metres,JAM,1992,Silver,1
Juliet Cuthbert,Athletics,Athletics Women's 200 metres,JAM,1992,Silver,1
Juliet Cuthbert,Athletics,Athletics Women's 4 x 100 metres Relay,JAM,1992,No medal,4
Juliet Haslam,Hockey,Hockey Women's Hockey,AUS,1992,No medal,16
Julin Madrazo,Athletics,Athletics Men's Javelin Throw,ESP,1992,No medal,1
Julio Fermn,Weightlifting,Weightlifting Men's Light-Heavyweight,VEN,1992,No medal,1
Julio Guerrero,Shooting,"Shooting Men's Running Target, 10 metres",GUA,1992,No medal,1
Julio Torres,Football,Football Men's Football,PAR,1992,No medal,17
Julio Valladares,Boxing,Boxing Men's Lightweight,CUB,1992,No medal,1
Julita (kaasa-),Shooting,"Shooting Women's Air Pistol, 10 metres",POL,1992,No medal,1
Julita (kaasa-),Shooting,"Shooting Women's Sporting Pistol, 25 metres",POL,1992,No medal,1
Juma Ikangaa,Athletics,Athletics Men's Marathon,TAN,1992,No medal,1
Juma Johar,Football,Football Men's Football,QAT,1992,No medal,17
Jun (-chang),Table Tennis,Table Tennis Women's Doubles,CHN,1992,Silver,2
Junichi Kuriuzawa,Volleyball,Volleyball Men's Volleyball,JPN,1992,No medal,12
Junko Torikai,Swimming,Swimming Women's 200 metres Backstroke,JPN,1992,No medal,1
Juozas Bagdonas,Rowing,Rowing Men's Coxed Pairs,LTU,1992,No medal,1
Juraj Kadnr,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",TCH,1992,No medal,2
Juraj Kadnr,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",TCH,1992,No medal,4
Juraj Ontko,Canoeing,"Canoeing Men's Canadian Singles, Slalom",TCH,1992,No medal,1
Juraj Tch,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",TCH,1992,No medal,1
Jure Buar,Swimming,Swimming Men's 200 metres Freestyle,SLO,1992,No medal,1
Jure Buar,Swimming,Swimming Men's 400 metres Freestyle,SLO,1992,No medal,1
Justann Crawford,Boxing,Boxing Men's Middleweight,AUS,1992,No medal,1
Justin Rowsell,Boxing,Boxing Men's Lightweight,AUS,1992,No medal,1
Justina Akpulo,Handball,Handball Women's Handball,NGR,1992,No medal,16
Justina Anyiam,Handball,Handball Women's Handball,NGR,1992,No medal,16
Jyri Kjll,Boxing,Boxing Men's Light-Welterweight,FIN,1992,Bronze,1
Jyri Lehtinen,Swimming,Swimming Men's 200 metres Breaststroke,FIN,1992,No medal,1
Jyri Lehtinen,Swimming,Swimming Men's 200 metres Individual Medley,FIN,1992,No medal,1
Jyri Lehtinen,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,FIN,1992,No medal,4
Jyri Lehtinen,Swimming,Swimming Men's 400 metres Individual Medley,FIN,1992,No medal,1
Jzef Tracz,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",POL,1992,Silver,1
Jzsef Csk,Judo,Judo Men's Half-Lightweight,HUN,1992,Silver,1
Jzsef Farag,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",HUN,1992,No medal,1
Jzsef Ficsor,Athletics,Athletics Men's Discus Throw,HUN,1992,No medal,1
Jzsef Les,Handball,Handball Men's Handball,HUN,1992,No medal,15
Jzsef Sike,Shooting,"Shooting Men's Running Target, 10 metres",HUN,1992,No medal,1
Jzsef Wgner,Judo,Judo Men's Extra-Lightweight,HUN,1992,No medal,1
Kada Deli,Athletics,Athletics Women's 10 kilometres Walk,BIH,1992,No medal,1
Kai Compagner,Rowing,Rowing Men's Coxless Pairs,NED,1992,No medal,2
Kai Johansson,Swimming,Swimming Men's 200 metres Butterfly,FIN,1992,No medal,1
Kai Li,Swimming,Swimming Men's 100 metres Butterfly,HKG,1992,No medal,1
Kai Li,Swimming,Swimming Men's 100 metres Freestyle,HKG,1992,No medal,1
Kai Li,Swimming,Swimming Men's 200 metres Freestyle,HKG,1992,No medal,1
Kai Li,Swimming,Swimming Men's 200 metres Freestyle,HKG,1992,No medal,1
Kai Li,Swimming,Swimming Men's 200 metres Individual Medley,HKG,1992,No medal,1
Kai Li,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,HKG,1992,No medal,4
Kai Li,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,HKG,1992,No medal,4
Kai Li,Swimming,Swimming Men's 4 x 100 metres Medley Relay,HKG,1992,No medal,4
Kai Li,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,HKG,1992,No medal,4
Kai Li,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,HKG,1992,No medal,4
Kai Nrnberger,Basketball,Basketball Men's Basketball,GER,1992,No medal,12
Kaido Kaaberma,Fencing,"Fencing Men's epee, Individual",EST,1992,No medal,1
Kaijo Kuusing,Sailing,Sailing Men's Windsurfer,EST,1992,No medal,1
Kajetan Broniewski,Rowing,Rowing Men's Single Sculls,POL,1992,Bronze,1
Kalai Riadh,Boxing,Boxing Men's Bantamweight,TUN,1992,No medal,1
Kaleka Mutoke,Athletics,"Athletics Men's 1,500 metres",COD,1992,No medal,1
Kaleka Mutoke,Athletics,Athletics Men's 4 x 400 metres Relay,COD,1992,No medal,4
Kalofer Khristozov,Gymnastics,Gymnastics Men's Floor Exercise,BUL,1992,No medal,1
Kalofer Khristozov,Gymnastics,Gymnastics Men's Horizontal Bar,BUL,1992,No medal,1
Kalofer Khristozov,Gymnastics,Gymnastics Men's Horse Vault,BUL,1992,No medal,1
Kalofer Khristozov,Gymnastics,Gymnastics Men's Individual All-Around,BUL,1992,No medal,1
Kalofer Khristozov,Gymnastics,Gymnastics Men's Parallel Bars,BUL,1992,No medal,1
Kalofer Khristozov,Gymnastics,Gymnastics Men's Pommelled Horse,BUL,1992,No medal,1
Kalofer Khristozov,Gymnastics,Gymnastics Men's Rings,BUL,1992,No medal,1
Kalofer Khristozov,Gymnastics,Gymnastics Men's Team All-Around,BUL,1992,No medal,6
Kaloyan Baev,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",BUL,1992,No medal,1
Kamal Marjouane,Boxing,Boxing Men's Lightweight,MAR,1992,No medal,1
Kamila Vodikov,Basketball,Basketball Women's Basketball,TCH,1992,No medal,12
Kaminiel Selot,Athletics,Athletics Men's 200 metres,PNG,1992,No medal,1
Kaminiel Selot,Athletics,Athletics Men's 4 x 400 metres Relay,PNG,1992,No medal,4
Kamlesh Mehta,Table Tennis,Table Tennis Men's Doubles,IND,1992,No medal,2
Kamlesh Mehta,Table Tennis,Table Tennis Men's Singles,IND,1992,No medal,1
Kang Yong-ok,Judo,Judo Women's Extra-Lightweight,PRK,1992,No medal,1
Kareem Streete-thompson,Athletics,Athletics Men's 100 metres,CAY,1992,No medal,1
Kareem Streete-thompson,Athletics,Athletics Men's Long Jump,CAY,1992,No medal,1
Kareen Marwick,Rowing,Rowing Women's Coxed Eights,GBR,1992,No medal,9
Karel David,Athletics,Athletics Men's Marathon,TCH,1992,No medal,1
Karen (-dunne),Swimming,Swimming Women's 100 metres Freestyle,AUS,1992,No medal,1
Karen (-dunne),Swimming,Swimming Women's 50 metres Freestyle,AUS,1992,No medal,1
Karen (-getzin),Diving,Diving Women's Springboard,USA,1992,No medal,1
Karen (-inman),Judo,Judo Women's Extra-Lightweight,GBR,1992,No medal,1
Karen (jensen-),Shooting,"Shooting Women's Air Pistol, 10 metres",DEN,1992,No medal,1
Karen (kruger-),Athletics,Athletics Women's Long Jump,RSA,1992,No medal,1
Karen Brown,Hockey,Hockey Women's Hockey,GBR,1992,Bronze,16
Karen Clarke,Athletics,Athletics Women's 100 metres,CAN,1992,No medal,1
Karen Clarke,Athletics,Athletics Women's 200 metres,CAN,1992,No medal,1
Karen Clarke,Athletics,Athletics Women's 4 x 400 metres Relay,CAN,1992,No medal,5
Karen Forkel,Athletics,Athletics Women's Javelin Throw,GER,1992,Bronze,1
Karen Josephson,Synchronized Swimming,Synchronized Swimming Women's Duet,USA,1992,Gold,2
Karen Josephson,Synchronized Swimming,Synchronized Swimming Women's Solo,USA,1992,No medal,1
Karen Like,Canoeing,"Canoeing Women's Kayak Singles, Slalom",GBR,1992,No medal,1
Karen Pickering,Swimming,Swimming Women's 100 metres Freestyle,GBR,1992,No medal,1
Karen Pickering,Swimming,Swimming Women's 200 metres Freestyle,GBR,1992,No medal,1
Karen Pickering,Swimming,Swimming Women's 4 x 100 metres Medley Relay,GBR,1992,No medal,4
Karen Pickering,Swimming,Swimming Women's 50 metres Freestyle,GBR,1992,No medal,1
Karen Portch,Sailing,Sailing Women's One Person Dinghy,ANT,1992,No medal,1
Karen Straker-dixon,Equestrian,"Equestrian Mixed Three-Day Event, Individual",GBR,1992,No medal,2
Karen Straker-dixon,Equestrian,"Equestrian Mixed Three-Day Event, Team",GBR,1992,No medal,2
Karim Alami,Tennis,Tennis Men's Singles,MAR,1992,No medal,1
Karim Chammari,Sailing,Sailing Men's Windsurfer,TUN,1992,No medal,1
Karin (-ryen),Handball,Handball Women's Handball,NOR,1992,Silver,14
Karin Biva,Shooting,"Shooting Women's Air Rifle, 10 metres",BEL,1992,No medal,1
Karin Brienesse,Swimming,Swimming Women's 100 metres Butterfly,NED,1992,No medal,1
Karin Brienesse,Swimming,Swimming Women's 100 metres Freestyle,NED,1992,No medal,1
Karin Brienesse,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NED,1992,No medal,5
Karin Donckers,Equestrian,"Equestrian Mixed Three-Day Event, Individual",BEL,1992,No medal,1
Karin Donckers,Equestrian,"Equestrian Mixed Three-Day Event, Team",BEL,1992,No medal,1
Karin Luni,Tennis,Tennis Women's Doubles,SLO,1992,No medal,2
Karin Prokop,Handball,Handball Women's Handball,AUT,1992,No medal,14
Karin Westman,Cycling,"Cycling Women's Road Race, Individual",SWE,1992,No medal,1
Karina Skibby,Cycling,"Cycling Women's Road Race, Individual",DEN,1992,No medal,1
Karine Boucher,Gymnastics,Gymnastics Women's Balance Beam,FRA,1992,No medal,1
Karine Boucher,Gymnastics,Gymnastics Women's Floor Exercise,FRA,1992,No medal,1
Karine Boucher,Gymnastics,Gymnastics Women's Horse Vault,FRA,1992,No medal,1
Karine Boucher,Gymnastics,Gymnastics Women's Individual All-Around,FRA,1992,No medal,1
Karine Boucher,Gymnastics,Gymnastics Women's Team All-Around,FRA,1992,No medal,6
Karine Boucher,Gymnastics,Gymnastics Women's Uneven Bars,FRA,1992,No medal,1
Karine Charlier,Gymnastics,Gymnastics Women's Balance Beam,FRA,1992,No medal,1
Karine Charlier,Gymnastics,Gymnastics Women's Floor Exercise,FRA,1992,No medal,1
Karine Charlier,Gymnastics,Gymnastics Women's Horse Vault,FRA,1992,No medal,1
Karine Charlier,Gymnastics,Gymnastics Women's Individual All-Around,FRA,1992,No medal,1
Karine Charlier,Gymnastics,Gymnastics Women's Team All-Around,FRA,1992,No medal,6
Karine Charlier,Gymnastics,Gymnastics Women's Uneven Bars,FRA,1992,No medal,1
Karine Schuler,Synchronized Swimming,Synchronized Swimming Women's Solo,FRA,1992,No medal,1
Karl (eriksson-),Shooting,"Shooting Men's Air Pistol, 10 metres",SWE,1992,No medal,1
Karl (eriksson-),Shooting,"Shooting Men's Free Pistol, 50 metres",SWE,1992,Bronze,1
Karl (lundberg-),Fencing,"Fencing Men's Foil, Individual",SWE,1992,No medal,1
Karl Fursth,Football,Football Men's Football,SWE,1992,No medal,16
Karl Johansson,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",SWE,1992,Silver,1
Karl Jr.,Rowing,Rowing Men's Coxless Pairs,AUT,1992,No medal,2
Karl Malone,Basketball,Basketball Men's Basketball,USA,1992,Gold,12
Karl Scatliffe,Athletics,Athletics Men's High Jump,IVB,1992,No medal,1
Karl-Axel Sundqvist,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",SWE,1992,Silver,2
Karl-Axel Sundqvist,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",SWE,1992,No medal,2
Karl-Axel Sundqvist,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",SWE,1992,No medal,1
Karla Athensburg,Sailing,Sailing Women's Two Person Dinghy,MEX,1992,No medal,1
Karla Ortiz,Diving,Diving Women's Springboard,ARG,1992,No medal,1
Karlo Kuret,Sailing,Sailing Men's One Person Dinghy,CRO,1992,No medal,1
Karma Tenzin,Archery,Archery Men's Individual,BHU,1992,No medal,1
Karma Tenzin,Archery,Archery Men's Team,BHU,1992,No medal,3
Karma Tshomo,Archery,Archery Women's Individual,BHU,1992,No medal,1
Karma Tshomo,Archery,Archery Women's Team,BHU,1992,No medal,3
Karmele Urrutia,Handball,Handball Women's Handball,ESP,1992,No medal,14
Karolina Szab,Athletics,Athletics Women's Marathon,HUN,1992,No medal,1
Karolj Kasap,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",CAN,1992,No medal,1
Karsten Finger,Rowing,Rowing Men's Coxed Fours,GER,1992,Silver,5
Karsten Polky,Wrestling,"Wrestling Men's Featherweight, Freestyle",GER,1992,No medal,1
Karsten Stenersen,Cycling,Cycling Men's 100 kilometres Team Time Trial,NOR,1992,No medal,4
Karsten Stenersen,Cycling,"Cycling Men's Road Race, Individual",NOR,1992,No medal,1
Karyn Palgut,Handball,Handball Women's Handball,USA,1992,No medal,13
Katalin Parragh,Judo,Judo Women's Half-Lightweight,HUN,1992,No medal,1
Katalin Sarls,Rowing,Rowing Women's Single Sculls,HUN,1992,No medal,1
Katarzyna (-waniewska),Athletics,Athletics Women's High Jump,POL,1992,No medal,1
Katarzyna (schewe-),Athletics,Athletics Women's 10 kilometres Walk,POL,1992,No medal,1
Katarzyna Felusiak,Fencing,"Fencing Women's Foil, Team",POL,1992,No medal,5
Katarzyna Juszczak,Judo,Judo Women's Half-Heavyweight,POL,1992,No medal,1
Katarzyna Krasowska,Badminton,Badminton Women's Singles,POL,1992,No medal,1
Katarzyna Nowak,Tennis,Tennis Women's Singles,POL,1992,No medal,1
Katarzyna Teodorowicz,Tennis,Tennis Women's Doubles,POL,1992,No medal,2
Kate (-allen),Rowing,Rowing Women's Coxless Fours,AUS,1992,No medal,4
Kate Donahoo,Judo,Judo Women's Lightweight,USA,1992,No medal,1
Kate Howey,Judo,Judo Women's Middleweight,GBR,1992,Bronze,1
Katerina (-stoimenova),Tennis,Tennis Women's Singles,BUL,1992,No medal,1
